"country","code","year","consumption"
"Singapore","SGP",2015,1.91192
"Singapore","SGP",2019,1.87287
"Slovakia","SVK",2000,11.09334
"Slovakia","SVK",2005,10.61838
"Slovakia","SVK",2010,10.54253
"Slovakia","SVK",2015,10.31864
"Slovakia","SVK",2019,10.47519
"Slovenia","SVN",2000,12.09817
"Slovenia","SVN",2005,11.8105
"Slovenia","SVN",2010,11.14347
"Slovenia","SVN",2015,11.57815
"Slovenia","SVN",2019,10.97589
"Solomon Islands","SLB",2000,0.75746
"Solomon Islands","SLB",2005,1.04491
"Solomon Islands","SLB",2010,1.11571
"Solomon Islands","SLB",2015,1.0704
"Solomon Islands","SLB",2019,1.61601
"Somalia","SOM",2000,0
"Somalia","SOM",2005,0
"Somalia","SOM",2010,0
"Somalia","SOM",2015,0
"Somalia","SOM",2019,0
"South Africa","ZAF",2000,8.96411
"South Africa","ZAF",2005,8.74658
"South Africa","ZAF",2010,8.67807
"South Africa","ZAF",2015,8.88007
"South Africa","ZAF",2019,8.76621
"South Korea","KOR",2000,10.92941
"South Korea","KOR",2005,9.507
"South Korea","KOR",2010,9.37587
"South Korea","KOR",2015,8.52494
"South Korea","KOR",2019,8.18953
"Spain","ESP",2000,11.66679
"Spain","ESP",2005,11.95362
"Spain","ESP",2010,9.48963
"Spain","ESP",2015,9.94182
"Spain","ESP",2019,10.91336
"Sri Lanka","LKA",2000,1.87767
"Sri Lanka","LKA",2005,2.0569
"Sri Lanka","LKA",2010,2.60332
"Sri Lanka","LKA",2015,2.86093
"Sri Lanka","LKA",2019,2.82954
"Sudan","SDN",2000,0
"Sudan","SDN",2005,0
"Sudan","SDN",2010,0.04509
"Sudan","SDN",2015,0.18558
"Sudan","SDN",2019,0.00506
"Suriname","SUR",2000,4.73893
"Suriname","SUR",2005,4.96837
"Suriname","SUR",2010,5.70046
"Suriname","SUR",2015,5.67636
"Suriname","SUR",2019,6.63315
"Sweden","SWE",2000,9.3746
"Sweden","SWE",2005,9.31084
"Sweden","SWE",2010,9.78872
"Sweden","SWE",2015,9.4453
"Sweden","SWE",2019,9.29617
"Switzerland","CHE",2000,12.48461
"Switzerland","CHE",2005,11.66147
"Switzerland","CHE",2010,11.31707
"Switzerland","CHE",2015,10.69437
"Switzerland","CHE",2019,10.39688
"Syria","SYR",2000,1.2907
"Syria","SYR",2005,1.10844
"Syria","SYR",2010,0.99178
"Syria","SYR",2015,0.29004
"Syria","SYR",2019,0.19829
"Tajikistan","TJK",2000,0.90118
"Tajikistan","TJK",2005,0.76232
"Tajikistan","TJK",2010,0.69156
"Tajikistan","TJK",2015,0.88627
"Tajikistan","TJK",2019,0.86628
"Tanzania","TZA",2000,11.43022
"Tanzania","TZA",2005,11.5285
"Tanzania","TZA",2010,11.92389
"Tanzania","TZA",2015,11.64543
"Tanzania","TZA",2019,10.35652
"Thailand","THA",2000,8.61376
"Thailand","THA",2005,9.35967
"Thailand","THA",2010,7.56742
"Thailand","THA",2015,8.16237
"Thailand","THA",2019,7.84894
"Togo","TGO",2000,1.49688
"Togo","TGO",2005,1.69345
"Togo","TGO",2010,1.79366
"Togo","TGO",2015,1.72385
"Togo","TGO",2019,1.42014
"Tonga","TON",2000,1.46143
"Tonga","TON",2005,1.64124
"Tonga","TON",2010,1.18253
"Tonga","TON",2015,0.36311
"Tonga","TON",2019,0.37713
"Trinidad and Tobago","TTO",2000,5.011
"Trinidad and Tobago","TTO",2005,5.99176
"Trinidad and Tobago","TTO",2010,6.15249
"Trinidad and Tobago","TTO",2015,6.23252
"Trinidad and Tobago","TTO",2019,6.06472
"Tunisia","TUN",2000,1.6287
"Tunisia","TUN",2005,1.70784
"Tunisia","TUN",2010,1.66206
"Tunisia","TUN",2015,2.02867
"Tunisia","TUN",2019,2.01463
"Turkey","TUR",2000,2.46224
"Turkey","TUR",2005,2.0562
"Turkey","TUR",2010,2.12205
"Turkey","TUR",2015,1.89513
"Turkey","TUR",2019,1.82036
"Turkmenistan","TKM",2000,2.63152
"Turkmenistan","TKM",2005,2.65514
"Turkmenistan","TKM",2010,2.66016
"Turkmenistan","TKM",2015,3.20481
"Turkmenistan","TKM",2019,2.92752
"Tuvalu","TUV",2000,1.75872
"Tuvalu","TUV",2005,1.80488
"Tuvalu","TUV",2010,1.59136
"Tuvalu","TUV",2015,1.86243
"Tuvalu","TUV",2019,1.24819
"Uganda","UGA",2000,17.78958
"Uganda","UGA",2005,17.15943
"Uganda","UGA",2010,13.99821
"Uganda","UGA",2015,13.28192
"Uganda","UGA",2019,12.2144
"Ukraine","UKR",2000,10.5825
"Ukraine","UKR",2005,10.27644
"Ukraine","UKR",2010,11.65607
"Ukraine","UKR",2015,9.72957
"Ukraine","UKR",2019,8.69842
"United Arab Emirates","ARE",2000,1.75983
"United Arab Emirates","ARE",2005,1.76984
"United Arab Emirates","ARE",2010,1.95895
"United Arab Emirates","ARE",2015,2.36656
"United Arab Emirates","ARE",2019,2.36873
"United Kingdom","GBR",2000,12.27756
"United Kingdom","GBR",2005,12.37859
"United Kingdom","GBR",2010,10.95399
"United Kingdom","GBR",2015,10.51561
"United Kingdom","GBR",2019,10.8168
"United States","USA",2000,9.05296
"United States","USA",2005,9.29658
"United States","USA",2010,9.34309
"United States","USA",2015,9.48589
"United States","USA",2019,9.56731
"Uruguay","URY",2000,6.97211
"Uruguay","URY",2005,6.39501
"Uruguay","URY",2010,6.31048
"Uruguay","URY",2015,6.02212
"Uruguay","URY",2019,5.45265
"Uzbekistan","UZB",2000,3.53753
"Uzbekistan","UZB",2005,4.33527
"Uzbekistan","UZB",2010,1.78629
"Uzbekistan","UZB",2015,2.54709
"Uzbekistan","UZB",2019,2.60223
"Vanuatu","VUT",2000,1.26851
"Vanuatu","VUT",2005,1.17162
"Vanuatu","VUT",2010,1.66663
"Vanuatu","VUT",2015,1.68768
"Vanuatu","VUT",2019,1.87288
"Venezuela","VEN",2000,8.17039
"Venezuela","VEN",2005,8.43051
"Venezuela","VEN",2010,7.74988
"Venezuela","VEN",2015,6.05004
"Venezuela","VEN",2019,3.01625
"Vietnam","VNM",2000,3.28119
"Vietnam","VNM",2005,4.80995
"Vietnam","VNM",2010,7.36591
"Vietnam","VNM",2015,8.85372
"Vietnam","VNM",2019,9.33984
"World","OWID_WRL",2000,5.108837
"World","OWID_WRL",2005,5.0060863
"World","OWID_WRL",2010,5.720461
"World","OWID_WRL",2015,5.894227
"World","OWID_WRL",2019,5.4347816
"Yemen","YEM",2000,0.12236
"Yemen","YEM",2005,0.07173
"Yemen","YEM",2010,0.05843
"Yemen","YEM",2015,0.04023
"Yemen","YEM",2019,0.02778
"Zambia","ZMB",2000,3.5577
"Zambia","ZMB",2005,3.3306
"Zambia","ZMB",2010,3.30821
"Zambia","ZMB",2015,3.72765
"Zambia","ZMB",2019,3.85176
"Zimbabwe","ZWE",2000,3.0261
"Zimbabwe","ZWE",2005,2.74545
"Zimbabwe","ZWE",2010,3.31307
"Zimbabwe","ZWE",2015,3.74794
"Zimbabwe","ZWE",2019,3.62809
